model,iter,Class,Precision,Recall,F1-score,Fold,Macro-F1,Model,Avg_MacroF1,Fold1,Fold2,Fold3,Fold4,Fold5,AUC,subject_id,y_true,y_pred,Feature Index,Mean |SHAP|
stacker_preds_iter28.csv,iter28,6189.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91280.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,40433.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,4392.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,1212.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,80861.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,63537.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,87325.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,65490.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91768.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,12779.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50634.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,72979.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,19992.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,11234.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,69518.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,94388.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,59825.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,95806.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50906.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,86711.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,63941.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,8554.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,6262.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,12045.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,12170.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62691.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,93898.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,9648.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,42694.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,84346.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,66499.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,68336.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,56418.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,1257.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30561.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,78102.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,78913.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,57231.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,92757.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30542.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,92284.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,6190.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,25384.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,63706.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62465.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,26288.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,46410.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,90269.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,96879.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91123.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,41958.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,81157.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,69411.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,17924.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,57993.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,5381.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,11624.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30832.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,72592.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,7908.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,82436.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,4635.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,73958.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,45495.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,68702.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,52012.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,56179.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,85639.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,15968.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91234.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,29645.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,77205.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,51364.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,28524.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,92580.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,83975.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,29038.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,15672.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,18445.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,44440.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,71487.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,41318.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,82359.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,32677.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,24613.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,45843.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,19107.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,42321.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,57293.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60295.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,4641.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,69265.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,73683.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,85883.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,2522.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,84845.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,81886.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,51754.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,92629.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,63403.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,3357.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,52260.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,2667.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,1642.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,26791.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,84717.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62298.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,90333.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,31985.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,56210.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,15641.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,29288.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,88003.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,65358.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,10439.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91289.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,69426.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30408.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,273.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,6695.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,94609.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,48177.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,40103.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,51385.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,9835.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,6632.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60954.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,80678.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62543.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,15922.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,85987.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,14664.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,13486.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,44644.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,11431.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,81317.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,21318.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,7618.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,46019.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,53650.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,12692.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60014.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,4574.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,99781.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,32234.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,14425.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,92420.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,55591.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,93905.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,53637.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50484.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,96048.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,79539.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,94546.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,97773.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,24455.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,27291.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,3892.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,22712.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,21090.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,97044.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62528.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,59637.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,81507.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,46246.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,46784.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,64311.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,40514.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62215.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,29275.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,8228.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60079.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,18153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,7102.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,27786.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,11544.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,27587.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50049.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,42367.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,31517.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,64136.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,90845.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,98208.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,20088.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,25348.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,52087.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,61179.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,97015.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,43732.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,54935.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,26705.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,20240.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,93277.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,59854.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,96984.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,59373.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,97700.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,76841.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,44784.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,67209.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60952.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,72707.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,72048.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,67617.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,41816.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,7267.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50739.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,76865.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,89347.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62761.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,90786.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,29384.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,16663.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,50121.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,26659.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,28294.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,25131.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,4843.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,76392.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,18970.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,15206.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,1602.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,14845.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,51558.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,26696.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,27281.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,5772.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,53636.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,45315.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,52057.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,27478.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,3278.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,85842.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,56462.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,51076.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,28142.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,57105.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,28187.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,63110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,66557.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,6176.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,21574.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,81405.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,71814.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,47799.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,60773.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,16856.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,88325.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,32765.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,28720.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,48915.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30229.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,59917.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,64491.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,22862.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,91498.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62295.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30086.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,54690.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,22518.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,30343.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,45072.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,22486.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,57592.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,94012.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,70478.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,5193.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,14531.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,54589.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,71507.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,24780.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,12076.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,62750.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,88702.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,97984.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
stacker_preds_iter28.csv,iter28,82128.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
